school,level,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,safety,attendance,misconduct,instr,teachers
610038,ES,2.5943357585818254,3.6582178510731658,1.7054707014738535,1.0761873212495232,1.1788423206522718,1.6657108252793003,1.306856961172359,-0.7377003263230983,0.6154853926966533,-0.6935398950157018,0.1782181779094479,-1.3488858395965713,1.3210845797104538,-0.10572589348353836,3.074287339043538,3.0327389932909696,1.0202122610787192,0.6003361640611048,2.433490130279953,2.862557101792438,-0.4538481701350516,0.9004162932205055,3.55646051189413,3.16227398252404,3.22422109837846,3.524779764655698,0.15144934757375325,0.9305682525396125,1.6716378642206864,-0.9877765749160202,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,0.8491979786084269,99.0,96.0,2.0,66.0,70.0
610281,ES,0.2423128436861503,1.202489234686428,1.7054707014738535,2.1625042170079833,1.0270968684145674,2.1315940374888624,-0.9373209515204667,-0.0347737527559712,0.5486303848251741,-0.19571094143686388,0.08124331550215683,0.46962004022477777,-0.13648632110068987,0.5859807089358018,-0.9182143255536269,-0.9888979014820981,-2.584524334180553,-1.2469078224851153,-0.24424506517283182,-0.6244972539997435,-1.1323975566905657,-1.2492543458398067,-0.1152007776354157,0.43083341265877695,-0.18452354668516213,0.1127631507791336,0.6799347404636689,1.458537008491317,0.20039998934592987,1.1225776754417254,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,0.20654750716843814,54.0,95.6,15.7,84.0,76.0
610185,ES,0.6081830748921442,-0.06258308284613372,0.14948211870665443,-0.7343408383479108,-0.035121297249362915,-0.04252761948909405,-0.7129031602511842,-2.1435534734573527,0.5653441367930451,-0.6826385310687199,0.02834793600727169,-0.26644186351243565,-0.8529194757366755,-1.4809044959124633,0.04895003632810869,0.14038695722208708,-0.9129272379562215,0.10587186463206577,0.3912543014899256,0.08739273559104802,-0.9439116159807008,-1.107397907729228,-0.5794338142425997,-0.3540633028197467,-0.08786727130528628,0.04153107115749343,-1.0112185167840613,-1.0757130200768654,-0.13717856413560675,0.797907790771303,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,0.7044250702071108,61.0,95.7,2.3,36.0,48.0
609993,ES,0.34684719545929144,-0.43466317623806366,-0.1746821693698454,-0.6739898996946629,1.1788423206522718,-0.04252761948909405,0.6336035873645113,1.8396971100897013,0.5319166328573055,-0.3883017045002099,0.1253227984145615,0.46962004022477777,1.057568936625954,-0.015145266976243764,-0.6764232350831929,-0.43577878701474226,1.1452977580750971,-0.603171281719008,-0.201055787826819,-0.636563186026706,1.2142524051472536,0.703999686605858,-0.4668924720347975,-0.5863927306013896,-0.5518173931286904,-0.3787381986101836,0.8913288976196353,2.5144745203947263,0.3767469948959863,0.4732379061008806,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,0.4007550672189842,56.0,95.5,10.4,37.0,48.0
610513,HS,-0.019023035746702492,0.7559931226161122,0.7978106948596541,0.41232699606379736,-0.3386122017247716,0.423355592720468,0.6336035873645113,-0.26908261061168026,0.16421408956417508,-0.19934472941919115,0.2222976608218526,0.46962004022477777,0.052915547366295286,-0.015145266976243764,-0.11322691459718237,-0.251405748858957,-0.008900236936940056,0.0125767137963981,-0.0684030074069235,-0.2142555650830161,0.00794238460411746,0.01654156345459006,-0.24180978761919306,-0.1468505699334164,-0.23607356022109596,-0.2825748911209694,-0.05994480958221304,-0.019775508173456063,-0.9030284168101376,0.14856802143045822,-2.107678270587732,-0.14078288184228865,2.2552209438049178,0.19242332098294387,49.0,93.3,15.6,55.0,54.0
610212,MS,0.869518954324997,-0.9555753069867655,1.186807840551454,1.3779420145157621,-0.49035765396247594,0.11276678458075998,-0.9373209515204667,0.19953510509973785,0.7826229123753486,-0.6826385310687199,0.2222976608218526,0.46962004022477777,0.052915547366295286,-0.015145266976243764,-0.11322691459718237,-0.251405748858957,-0.008900236936940056,0.0125767137963981,1.125472016372141,0.12359053167193537,-0.2936351205316661,0.6167034169993474,0.12394957455616396,-0.4231342137818566,0.9560205027973728,0.048654279119657425,0.15144934757375325,0.29700574539756674,-1.0844139082330528,-1.3124464595864427,-2.107678270587732,7.103136311133655,-0.4434155344056181,0.7220803029389785,66.0,97.0,2.3,71.0,50.0
609720,HS,2.0193968238295494,-0.06258308284613372,0.927476410090254,0.23127418010405398,-0.035121297249362915,-0.04252761948909405,-0.03964978644333642,-0.0347737527559712,0.6656266486002613,-0.6899061070333744,0.16058638474448578,0.2098334859645877,0.052915547366295286,-0.015145266976243764,-0.11322691459718237,-0.251405748858957,-0.008900236936940056,0.0125767137963981,-0.0684030074069235,-0.2142555650830161,0.00794238460411746,0.01654156345459006,-0.24180978761919306,-0.1468505699334164,-0.23607356022109596,-0.2825748911209694,-0.05994480958221304,-0.019775508173456063,-0.13717856413560675,-0.6631066902455979,-2.107678270587732,-0.14078288184228865,2.2552209438049178,0.8068254200519441,88.0,96.3,2.1,52.0,48.0
610342,ES,0.9217861302115675,-0.06258308284613372,-1.147175033599345,-1.820657734106371,-0.035121297249362915,-0.04252761948909405,-0.03964978644333642,-0.0347737527559712,0.3982066171143496,0.25487876837171936,0.05479562575471426,0.46962004022477777,-0.6388130157305193,-0.015145266976243764,-0.23412245983239915,0.07124706791366742,-0.25338552652077145,-0.6218303118861418,-0.9291036059453183,0.09342570160452895,-2.0088571809914377,-1.063749772925973,0.6514871161552367,-0.2598756969623239,-0.1071985263812615,-0.150795543820935,-1.9624922239859097,0.08581824301688488,0.6992100907589467,-0.6631066902455979,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,-0.18539865947902753,67.0,94.7,28.1,18.0,48.0
610524,HS,1.0785876578712792,-0.06258308284613372,1.2516406981667538,0.17092324145080617,-0.035121297249362915,-0.04252761948909405,1.5312747524416415,-1.6749357577459347,0.06393157775695876,-0.5082167079170102,0.2222976608218526,0.46962004022477777,0.052915547366295286,-0.015145266976243764,-0.11322691459718237,-0.251405748858957,-0.008900236936940056,0.0125767137963981,-0.0684030074069235,-0.2142555650830161,0.00794238460411746,0.01654156345459006,-0.24180978761919306,-0.1468505699334164,-0.23607356022109596,-0.2825748911209694,-0.05994480958221304,-0.019775508173456063,-1.2557224279102506,-0.9877765749160202,-2.107678270587732,-0.14078288184228865,2.2552209438049178,0.5667142548985418,70.0,92.7,7.1,51.0,48.0
610209,ES,-0.33262609106612584,0.8304091412944982,-1.276840748829945,-0.6739898996946629,0.9512241422957153,0.578649996790322,0.18476800482594616,0.668152820811156,0.6823404005681324,0.051386641361391434,0.1341386949970432,0.46962004022477777,-0.012963363404830213,-0.11396049589329194,0.8156047134294846,0.03667712325945759,-0.11692862070654002,1.2907202802450455,0.6195404817474213,-0.3892115794739734,0.28124699863342156,0.3766386755814449,0.053611235676287596,-0.17824643855255734,0.015232755766581157,-0.05107063235063885,0.25714642615173633,-0.4421505129348199,-0.13717856413560675,-1.3124464595864427,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,-0.07240516999507347,43.0,96.4,22.5,37.0,56.0
609799,ES,2.5943357585818254,2.8396416456109197,1.057142125320854,-0.1308314518154328,0.11662415498834142,0.19041398661568698,-0.03964978644333642,-0.0347737527559712,0.6656266486002613,-0.5372870117756285,0.1341386949970432,0.1665357269212186,2.292798513584551,1.8705786848574322,2.4609635973624377,2.6006146851133476,0.17872800855762677,-0.13669552754066963,2.575397755845423,2.7298318494958496,-0.6611827049159034,-0.05984267245110586,3.296208658038588,2.772965211646692,2.8569272519349314,3.061771247115037,-0.05994480958221304,0.29700574539756674,2.603757750699556,-0.6631066902455979,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,0.6973629771143636,99.0,96.3,6.3,46.0,51.0
609947,ES,-0.019023035746702492,-1.4764874377354675,-1.0823421759840448,-0.9153936543076542,-1.476703093507554,-0.5860580337335831,-0.4884853689819016,0.19953510509973785,0.0305040738212192,0.2294422524954283,0.05479562575471426,-2.950902924201093,1.0410992089331725,0.23189280531637754,1.293289550700342,0.3766149123591867,-0.014585941345866837,1.8691502154261852,0.11977884388641762,-0.3892115794739734,0.9315234940824563,-0.5290601215860984,-0.6919751564504018,0.48734597617323056,0.0732265209945068,-0.27189007917772334,1.7369055262435003,-0.5477442641251608,-0.02633187493271414,0.4732379061008806,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,-0.22424017148913675,49.0,92.5,27.4,33.0,41.0
609963,ES,1.2353891855309909,1.053657197329656,0.7978106948596541,0.6537307506767885,0.7236059639391588,-0.04252761948909405,1.5312747524416415,0.902461678666865,0.49848912892156594,-0.31199215687133697,0.2663771437342573,-0.6561216949027208,0.5140679227641709,0.21542360049686982,-0.181046366802304,0.9297340268265427,0.5426130907289101,0.6283247093118048,-0.651458251578094,0.5458981526156251,-0.7460013782353424,-0.3326435149714501,-0.10113310985944035,0.5124626710685437,-0.3778360974449138,0.4546771329630065,0.5742376618856858,0.6137869989685896,-0.8778359874458438,-0.9877765749160202,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,0.3866308810334899,73.0,95.3,12.5,59.0,48.0
610210,ES,-0.9598322017049725,-0.06258308284613372,-1.017509318368745,-0.1911823904686806,-0.035121297249362915,-0.04252761948909405,-1.6105743253283145,-1.4406268998902256,0.0305040738212192,5.974461052554864,0.14295459157952364,0.46962004022477777,0.052915547366295286,-0.9868283513272207,-0.8179594831634469,-0.47611038911132025,0.5198702730932045,-0.20200213312563728,-0.65762814834181,-1.0890356370378023,0.3660656719528613,-1.5766153568642196,-0.4668924720347975,-0.44197173495334124,-0.7129111854284835,-0.6565433091345804,-0.48273312389414563,-1.2869005224575474,-0.4193337730156971,-0.825441632580809,0.4744557145911777,-0.14078288184228865,-0.4434155344056181,-5.8703835991404665,31.0,92.5,185.5,45.0,48.0
