school,x,y,level,safety,attendance,misconduct,instr,teachers,outlier_score,cluster_x,cluster_y,cluster,behavior_score,academic_score,safety_dev,instr_dev,misconduct_dev
609735,-0.9921371647347135,-2.362697882225402,HS,34.0,78.4,13.0,37.0,35.0,6.861374408437499,Mid,Low,Mid-Low,91.77482528223639,37.0,-15.483870967741936,-7.548387096774192,-2.596774193548388
610315,-0.6900821481355689,1.847039816635096,ES,27.0,93.8,31.0,48.0,48.0,8.349190756974137,Mid,High,Mid-High,85.1854696259888,48.0,-22.37229437229437,-1.1645021645021671,8.485281385281386
609708,-1.081392797758014,-2.6551959679300214,HS,26.0,84.3,10.3,23.0,48.0,11.565836187009847,Mid,Low,Mid-Low,92.73097304354505,23.0,-23.483870967741936,-21.548387096774192,-5.296774193548387
609913,-1.5185722164523154,0.0388028176430722,ES,44.0,91.6,47.5,56.0,28.0,11.083070845343453,Low,Mid,Low-Mid,79.41786345134783,56.0,-5.37229437229437,6.835497835497833,24.985281385281386
610233,-5.07962123286597,1.4775193259569943,ES,29.0,89.7,67.2,50.0,48.0,13.056386591106598,Low,High,Low-High,71.20420858613011,50.0,-20.37229437229437,0.8354978354978329,44.685281385281385
610227,-0.6486729846411562,0.9693303093918915,ES,44.0,95.8,11.6,53.0,48.0,6.314238556399987,Mid,High,Mid-High,93.36456493356886,53.0,-5.37229437229437,3.835497835497833,-10.914718614718614
610195,5.608922874909014,-1.3318107720234282,ES,86.0,95.6,6.8,59.0,48.0,7.677075180866701,High,Low,High-Low,96.81284079563781,59.0,36.62770562770563,9.835497835497833,-15.714718614718613
610119,-1.4122381719041572,1.0408155523876654,ES,51.0,95.2,7.6,61.0,55.0,5.196568894663834,Low,High,Low-High,95.14630212733277,61.0,1.6277056277056303,11.835497835497833,-14.914718614718614
609852,3.308788174915283,0.5414380541407576,ES,70.0,95.1,2.9,51.0,48.0,4.5073653395271025,High,Mid,High-Mid,97.67682973657938,51.0,20.62770562770563,1.8354978354978329,-19.614718614718615
610235,-1.9306856197100342,0.7348314335986681,ES,31.0,94.3,3.0,50.0,48.0,8.7467377509653,Low,Mid,Low-Mid,96.11012979033869,50.0,-18.37229437229437,0.8354978354978329,-19.514718614718614
609682,-1.9634049602655967,-3.3436864635873853,HS,30.0,90.6,17.3,19.0,34.0,11.128277922980239,Low,Low,Low-Low,90.43852238691345,19.0,-19.483870967741936,-25.548387096774192,1.7032258064516128
610073,4.158210957846175,3.847804083494495,ES,99.0,95.5,12.2,95.0,90.0,17.754959943133823,High,High,High-High,95.23462099685123,95.0,49.62770562770563,45.83549783549783,-10.314718614718615
609712,-1.8881412152206078,-2.2373808632544128,HS,13.0,84.8,47.1,28.0,50.0,14.36657040881012,Low,Low,Low-Low,78.11996006451118,28.0,-36.483870967741936,-16.548387096774192,31.503225806451614
609973,2.5840924959915226,0.8238156884586875,ES,60.0,96.6,2.8,42.0,79.0,5.319711941120538,High,High,High-High,97.38883342293218,42.0,10.62770562770563,-7.164502164502167,-19.714718614718613
610065,-5.501912921365194,0.3967721470438471,ES,31.0,88.0,95.7,40.0,42.0,19.389044026024198,Low,Mid,Low-Mid,60.27186852008294,40.0,-18.37229437229437,-9.164502164502167,73.18528138528139
609916,-6.499780556550478,1.6213857496875221,ES,30.0,89.9,101.2,63.0,47.0,26.17129541781413,Low,High,Low-High,58.19445511097459,63.0,-19.37229437229437,13.835497835497833,78.68528138528139
610203,-0.10551652008225987,0.6281601015971047,ES,48.0,95.8,2.1,47.0,54.0,0.6957246403618493,Mid,Mid,Mid-Mid,97.16611627371171,47.0,-1.3722943722943697,-2.164502164502167,-20.414718614718613
610543,0.4186695098592142,-0.2740090584766484,HS,67.0,92.2,3.0,63.0,64.0,6.651799187752601,Mid,Mid,Mid-Mid,97.41187312802396,63.0,17.516129032258064,18.451612903225808,-12.596774193548388
610137,3.012090990666346,-2.4631544533559984,ES,71.0,95.4,23.4,42.0,48.0,12.664373297543221,High,Low,High-Low,89.85484985792182,42.0,21.62770562770563,-7.164502164502167,0.8852813852813846
609908,-2.029721858015674,0.9259918374515035,ES,36.0,92.9,34.0,43.0,48.0,10.371825626294715,Low,High,Low-High,84.34452039013901,43.0,-13.37229437229437,-6.164502164502167,11.485281385281386
609918,-1.8386078751339883,-0.8841934090681719,ES,42.0,96.8,10.0,37.0,8.0,4.66144013929255,Low,Low,Low-Low,93.94055756086324,37.0,-7.37229437229437,-12.164502164502167,-12.514718614718614
609874,1.2791761793251601,-2.7651641718043285,ES,44.0,95.9,2.7,1.0,48.0,24.320611933612753,High,Low,High-Low,96.78596113969742,1.0,-5.37229437229437,-48.16450216450217,-19.814718614718615
610319,-0.4783605453409013,-0.713594418467175,MS,60.0,96.1,5.5,44.0,65.0,4.3971871033709125,Mid,Low,Mid-Low,96.33284693955918,44.0,12.0,7.0909090909090935,-1.9818181818181815
610057,-5.212643917977671,-0.2439247507037647,ES,31.0,93.4,43.4,34.0,25.0,8.3644307757881,Low,Mid,Low-Mid,80.5621688042393,34.0,-18.37229437229437,-15.164502164502167,20.885281385281385
610541,0.13720885164313085,2.3856174592460393,ES,53.0,96.8,43.8,58.0,82.0,10.80796711694095,Mid,High,Mid-High,81.38391828584595,58.0,3.6277056277056303,8.835497835497833,21.285281385281383
610120,1.3329851048113668,-0.6779858510689124,ES,51.0,96.3,1.2,47.0,37.0,3.256933657496309,High,Mid,High-Mid,97.64611012979036,47.0,1.6277056277056303,-2.164502164502167,-21.314718614718615
609917,-3.457843641400056,-0.7602101450552317,ES,29.0,93.4,29.0,43.0,50.0,6.694933191837762,Low,Low,Low-Low,86.01489900929269,43.0,-20.37229437229437,-6.164502164502167,6.485281385281386
610258,-5.871538261929426,1.3540134191505935,ES,20.0,90.0,156.6,46.0,48.0,40.167124887399915,Low,High,Low-High,36.54097227555487,46.0,-29.37229437229437,-3.164502164502167,134.08528138528138
610096,-1.2065208248730879,1.1491647706216601,ES,35.0,95.6,9.4,48.0,72.0,8.418492389186659,Mid,High,Mid-High,93.85607864219338,48.0,-14.37229437229437,-1.1645021645021671,-13.114718614718614
609924,1.1590862862422586,1.6691357691633395,ES,34.0,93.4,24.5,71.0,48.0,9.160326908444418,High,High,High-High,87.93487443360726,71.0,-15.37229437229437,21.835497835497833,1.985281385281386
609927,-4.421785478168923,-1.1099209569395618,ES,11.0,93.7,33.6,22.0,46.0,16.585009750856347,Low,Low,Low-Low,83.56885031871592,22.0,-38.37229437229437,-27.164502164502167,11.085281385281387
610215,-1.7534279895695262,-2.0644721926291663,MS,49.0,95.1,7.1,47.0,34.0,1.6702807481955269,Low,Low,Low-Low,95.25766070194301,47.0,1.0,10.090909090909093,-0.38181818181818183
610067,-3.0356057913491283,1.330258498719271,ES,23.0,93.5,9.1,54.0,61.0,9.211365581931679,Low,High,Low-High,93.42984409799556,54.0,-26.37229437229437,4.835497835497833,-13.414718614718614
610114,-4.619940152897297,-0.5761647822596896,ES,38.0,90.6,20.7,39.0,28.0,7.032438920580362,Low,Mid,Low-Mid,89.44013516626987,39.0,-11.37229437229437,-10.164502164502167,-1.8147186147186147
610020,-1.4104536076765497,1.8942509038871358,ES,37.0,91.9,39.6,64.0,48.0,10.152024744523617,Low,High,Low-High,82.1941479149067,64.0,-12.37229437229437,14.835497835497833,17.085281385281387
610112,-2.2815143180307422,1.2743267320568872,ES,30.0,91.9,39.0,57.0,48.0,8.814282220235423,Low,High,Low-High,82.1557484064204,57.0,-19.37229437229437,7.835497835497833,16.485281385281386
609800,0.20665630645167538,1.069844479851052,ES,46.0,92.5,6.5,66.0,56.0,5.229227667899191,Mid,High,Mid-High,95.27302050533754,66.0,-3.3722943722943697,16.835497835497833,-16.014718614718614
609939,-1.8072449570535392,0.4609681647263114,ES,27.0,91.9,2.1,45.0,48.0,9.754509682515002,Low,Mid,Low-Mid,96.20996851240304,45.0,-22.37229437229437,-4.164502164502167,-20.414718614718613
609926,5.84928364707335,-0.7904489530123612,ES,87.0,95.9,5.6,55.0,48.0,7.06755808293962,High,Low,High-Low,97.3235542585055,55.0,37.62770562770563,5.835497835497833,-16.914718614718616
609958,0.2679947204899935,-1.3765278507669712,ES,46.0,96.6,87.3,45.0,14.0,18.005206515585666,Mid,Low,Mid-Low,64.40365563320789,45.0,-3.3722943722943697,-4.164502164502167,64.78528138528138
610144,0.5730744095052743,0.053132164646960404,ES,48.0,97.0,8.7,34.0,48.0,6.4089555398307905,Mid,Mid,Mid-Mid,94.67782812380003,34.0,-1.3722943722943697,-15.164502164502167,-13.814718614718615
610165,-0.8030076169203052,-1.5117377517724055,ES,48.0,95.8,2.1,47.0,26.0,0.6957246403618493,Mid,Low,Mid-Low,97.16611627371171,47.0,-1.3722943722943697,-2.164502164502167,-20.414718614718613
610503,6.01706123274115,3.334360414028997,ES,60.0,96.8,7.2,72.0,55.0,7.801087167948411,High,High,High-High,95.70693495123264,72.0,10.62770562770563,22.835497835497833,-15.314718614718615
609854,8.531004089786402,5.158071892740963,ES,86.0,96.9,1.7,99.0,99.0,21.27836966887927,High,High,High-High,98.82113508947086,99.0,36.62770562770563,49.83549783549783,-20.814718614718615
610245,-1.0970750062395525,-2.4289449845076483,HS,44.0,79.2,28.0,37.0,48.0,6.756759152083479,Mid,Low,Mid-Low,86.42961370094461,37.0,-5.483870967741936,-7.548387096774192,12.403225806451612
609930,-3.641586543792344,-1.9479644789219293,ES,16.0,94.7,16.8,16.0,48.0,18.21118458836531,Low,Low,Low-Low,90.25036479533061,16.0,-33.37229437229437,-33.16450216450217,-5.714718614718613
610163,1.4973827477776436,2.82439501711385,ES,48.0,72.4,0.0,47.0,81.0,0.0,High,High,High-High,97.0739574533446,47.0,-1.3722943722943697,-2.164502164502167,-22.514718614718614
610010,0.4347518130280851,0.32329898977120297,ES,72.0,94.7,19.9,59.0,48.0,11.51792357799964,Mid,Mid,Mid-Mid,91.2103525074879,59.0,22.62770562770563,9.835497835497833,-2.6147186147186154
609737,-0.5489317547265934,-2.8560678637112713,HS,70.0,87.0,4.0,51.0,29.0,4.376496641032503,Mid,Low,Mid-Low,96.94339912449121,51.0,20.516129032258064,6.451612903225808,-11.596774193548388
609709,-1.940141987703893,-3.245203600180498,HS,14.0,72.5,19.5,37.0,35.0,13.703743748207645,Low,Low,Low-Low,88.2843099608325,37.0,-35.483870967741936,-7.548387096774192,3.903225806451612
610009,3.1641315416753075,-1.4260342629247178,ES,65.0,95.0,3.1,42.0,33.0,6.442267087053755,High,Low,High-Low,97.40419322632671,42.0,15.62770562770563,-7.164502164502167,-19.414718614718613
610072,-1.6990431418610683,0.3616241805653634,ES,28.0,92.0,10.0,55.0,36.0,8.313477307545018,Low,Mid,Low-Mid,93.21864680132094,55.0,-21.37229437229437,5.835497835497833,-12.514718614718614
610293,-1.6427733404918643,2.1743772272927804,ES,61.0,92.1,26.0,77.0,48.0,13.176533626197488,Low,High,Low-High,88.34574917441057,77.0,11.62770562770563,27.835497835497833,3.485281385281386
609779,2.8008655570525645,0.538581060445688,ES,59.0,96.3,8.1,64.0,45.0,6.4539319241737445,High,Mid,High-Mid,95.30374011212658,64.0,9.62770562770563,14.835497835497833,-14.414718614718614
610062,-0.09528697088916901,0.2505613600212838,ES,49.0,93.2,7.8,40.0,48.0,4.238560440354012,Mid,Mid,Mid-Mid,94.91590507641502,40.0,-0.3722943722943697,-9.164502164502167,-14.714718614718613
610196,1.9699235990159283,0.9400421382148757,ES,61.0,96.3,6.0,60.0,59.0,5.548531703434809,High,High,High-High,96.18692880731128,60.0,11.62770562770563,10.835497835497833,-16.514718614718614
609849,2.761114130363219,0.2916544157043417,ES,76.0,94.4,13.8,36.0,61.0,12.14592874841255,High,Mid,High-Mid,93.69480070655096,36.0,26.62770562770563,-13.164502164502167,-8.714718614718613
609761,-1.2256443451352197,-2.2118691771501067,HS,33.0,71.3,23.4,48.0,54.0,6.427525770250973,Mid,Low,Mid-Low,87.47024038092313,48.0,-16.483870967741936,3.451612903225808,7.803225806451611
610305,1.5104084860465585,2.0437238914829523,ES,48.0,92.6,3.3,47.0,77.0,0.19415571358935327,High,High,High-High,96.58244374472007,47.0,-1.3722943722943697,-2.164502164502167,-19.214718614718613
610048,-3.8637820280753044,0.22521381176711677,ES,43.0,91.0,44.0,40.0,48.0,9.353932013274264,Low,Mid,Low-Mid,80.70040703478996,40.0,-6.37229437229437,-9.164502164502167,21.485281385281386
610139,0.8170407042342973,2.1291893118598355,ES,59.0,93.5,14.6,75.0,48.0,9.371824312390837,High,High,High-High,92.70025343675601,75.0,9.62770562770563,25.835497835497833,-7.914718614718614
609795,2.0471938283006,-0.2747929006056157,ES,39.0,93.9,14.4,36.0,48.0,5.263330238352583,High,Mid,High-Mid,92.02442208739728,36.0,-10.37229437229437,-13.164502164502167,-8.114718614718614
609760,-0.6775692581017261,-1.8293620229139187,HS,53.0,91.6,8.9,34.0,48.0,6.12834226442783,Mid,Low,Mid-Low,94.58566930343292,34.0,3.516129032258064,-10.548387096774192,-6.6967741935483875
609845,-3.868206160411514,0.21616845397654819,ES,25.0,90.9,15.6,30.0,48.0,8.584958323969168,Low,Mid,Low-Mid,90.91083634129484,30.0,-24.37229437229437,-19.164502164502167,-6.914718614718614
610219,4.208885649629178,1.0751908455202825,ES,58.0,95.5,5.6,43.0,76.0,4.1080498779539205,High,High,High-High,96.19460870900853,43.0,8.62770562770563,-6.164502164502167,-16.914718614718616
609739,-0.9566984730462749,-2.1340045647241968,HS,46.0,80.2,12.7,36.0,46.0,5.924836427888933,Mid,Low,Mid-Low,92.41993702480607,36.0,-3.483870967741936,-8.548387096774192,-2.8967741935483886
609900,-0.4601697463963448,2.741569952102088,ES,23.0,93.8,18.2,58.0,48.0,9.46564293076784,Mid,High,Mid-High,89.94700867828894,58.0,-26.37229437229437,8.835497835497833,-4.314718614718615
609693,1.7335919759180838,1.461134646425193,HS,74.0,93.6,2.0,80.0,71.0,12.165149880519287,High,High,High-High,98.11842408417172,80.0,24.516129032258064,35.45161290322581,-13.596774193548388
610202,-5.949766736735229,-0.913813869207263,ES,6.0,91.4,65.5,41.0,44.0,23.79020649410124,Low,Low,Low-Low,71.03909069963905,41.0,-43.37229437229437,-8.164502164502167,42.98528138528138
609920,-1.4317021598242967,0.178320377763615,ES,44.0,95.9,3.3,48.0,43.0,4.562287199946268,Low,Mid,Low-Mid,96.55556408877966,48.0,-5.37229437229437,-1.1645021645021671,-19.214718614718613
610187,-0.9080079776133609,1.5860529757693318,ES,49.0,95.2,77.0,57.0,48.0,17.52549883370332,Mid,High,Mid-High,68.42024422087397,57.0,-0.3722943722943697,7.835497835497833,54.48528138528138
610285,-2.9852621286795076,0.5415020154716811,ES,35.0,91.9,41.5,31.0,48.0,9.234875260503218,Low,Mid,Low-Mid,81.38775823669458,31.0,-14.37229437229437,-18.164502164502167,18.985281385281386
610383,0.10763823691516457,-0.4501157679797309,HS,43.0,87.5,16.4,44.0,65.0,5.137036624802443,Mid,Mid,Mid-Mid,91.16427309730436,44.0,-6.483870967741936,-0.5483870967741922,0.8032258064516107
609857,1.23443337753998,-0.7401544852905635,ES,64.0,95.0,6.1,47.0,44.0,5.202358341756857,High,Low,High-Low,96.21380846325167,47.0,14.62770562770563,-2.164502164502167,-16.414718614718616
610241,-1.2305018586273546,1.8246954651826734,ES,26.0,91.5,58.8,76.0,48.0,21.64211188931035,Mid,High,Mid-High,74.38368788879502,76.0,-23.37229437229437,26.835497835497833,36.28528138528138
609741,-0.8349348448704528,-2.0749793252167086,HS,42.0,89.3,4.3,29.0,48.0,6.350089029787408,Mid,Low,Mid-Low,95.84133323093465,29.0,-7.483870967741936,-15.548387096774192,-11.296774193548387
609726,-0.3693757577425445,-2.003235505405658,HS,64.0,87.1,0.1,49.0,48.0,6.631146573225139,Mid,Low,Mid-Low,98.21442285538745,49.0,14.516129032258064,4.451612903225808,-15.496774193548388
610182,7.460457938670968,0.9455854540598384,ES,78.0,95.8,0.8,62.0,62.0,6.884043533073162,High,High,High-High,98.81729513862224,62.0,28.62770562770563,12.835497835497833,-21.714718614718613
610068,-1.9574698216379942,-0.34954111350710415,ES,35.0,95.0,24.4,33.0,48.0,7.503904160373493,Low,Mid,Low-Mid,88.0731126641579,33.0,-14.37229437229437,-16.164502164502167,1.8852813852813846
610124,-0.6969040656436888,0.40289040128099196,ES,28.0,96.1,3.1,63.0,48.0,12.381209683903268,Mid,Mid,Mid-Mid,96.02565087166884,63.0,-21.37229437229437,13.835497835497833,-19.414718614718613
610192,-4.293495967473444,0.21643927280352673,ES,28.0,93.8,13.7,31.0,48.0,7.4541102512218735,Low,Mid,Low-Mid,91.8669841026035,31.0,-21.37229437229437,-18.164502164502167,-8.814718614718615
610158,0.29669128041160986,-0.9010734943108568,ES,68.0,96.2,2.6,50.0,48.0,4.484090396266333,Mid,Low,Mid-Low,97.75746870440058,50.0,18.62770562770563,0.8354978354978329,-19.914718614718613
609974,11.009947962156986,0.5908612705652972,ES,92.0,96.9,1.2,56.0,84.0,7.590465579781572,High,Mid,High-Mid,99.24352968282007,56.0,42.62770562770563,6.835497835497833,-21.314718614718615
609985,0.7792321600583356,0.27930092373506366,ES,29.0,93.8,13.4,63.0,52.0,9.985501298329185,High,Mid,High-Mid,92.02058213654867,63.0,-20.37229437229437,13.835497835497833,-9.114718614718614
610122,1.2861437274423124,-2.328748292291978,ES,58.0,96.7,5.8,22.0,48.0,8.668790818973319,High,Low,High-Low,96.16388910221949,22.0,8.62770562770563,-27.164502164502167,-16.714718614718613
609972,-1.5479348926020016,-0.43274708019920055,ES,43.0,96.2,23.4,49.0,30.0,5.476134682556233,Low,Mid,Low-Mid,88.81038322709469,49.0,-6.37229437229437,-0.16450216450216715,0.8852813852813846
609856,-2.2189953227240844,-1.333950779341477,ES,38.0,95.2,6.0,30.0,31.0,6.212260991250108,Low,Low,Low-Low,95.26150065279164,30.0,-11.37229437229437,-19.164502164502167,-16.514718614718614
610040,-0.47962134157197295,0.08397872569387767,ES,48.0,96.2,0.0,47.0,48.0,0.0,Mid,Mid,Mid-Mid,97.98786575531832,47.0,-1.3722943722943697,-2.164502164502167,-22.514718614718614
610092,-1.3148178521793052,2.702704440362399,ES,41.0,95.1,27.9,76.0,48.0,13.134550413043607,Low,High,Low-High,86.96336686890407,76.0,-8.37229437229437,26.835497835497833,5.385281385281385
610279,-2.6111261703961293,1.9927787400831165,ES,33.0,91.8,43.1,55.0,48.0,8.601171049538515,Low,High,Low-High,80.6927271330927,55.0,-16.37229437229437,5.835497835497833,20.585281385281387
609861,3.1894336388530236,-1.010887643741301,ES,45.0,95.1,8.4,61.0,51.0,6.129865402832948,High,Low,High-Low,94.60486905767607,61.0,-4.37229437229437,11.835497835497833,-14.114718614718614
610297,-2.289874944325537,-4.7052922969584134,HS,48.0,72.0,43.4,47.0,28.0,6.878775789411154,Low,Low,Low-Low,80.39321096689963,47.0,-1.483870967741936,2.451612903225808,27.80322580645161
609798,2.926993647834721,-0.07054484999461377,ES,64.0,95.0,21.3,69.0,51.0,10.854729659389331,High,Mid,High-Mid,90.37708317333538,69.0,14.62770562770563,19.835497835497833,-1.2147186147186133
609768,-1.3973561915237411,-2.5507541894095835,HS,31.0,72.2,24.0,44.0,35.0,6.413957714531859,Low,Low,Low-Low,87.19760387067045,44.0,-18.483870967741936,-0.5483870967741922,8.403225806451612
609850,2.006515104282408,-0.8900474564849962,ES,65.0,95.9,6.0,38.0,48.0,6.279403585634554,High,Low,High-Low,96.32516703786193,38.0,15.62770562770563,-11.164502164502167,-16.514718614718614
610052,-4.416039210490596,-0.900486834670358,ES,28.0,92.6,44.4,30.0,24.0,9.468629300992895,Low,Low,Low-Low,80.03225558712849,30.0,-21.37229437229437,-19.164502164502167,21.885281385281385
610058,-2.012673916283712,1.1144139485938531,ES,42.0,91.9,40.0,56.0,48.0,9.594614122262056,Low,High,Low-High,82.23254742339299,56.0,-7.37229437229437,6.835497835497833,17.485281385281386
609713,-1.7372252972665543,-3.071576247133707,HS,29.0,70.5,18.5,43.0,41.0,6.299416950716205,Low,Low,Low-Low,89.1674986560172,43.0,-20.483870967741936,-1.5483870967741922,2.903225806451612
610390,0.045652574169344554,-1.2765821802317312,HS,64.0,92.9,15.4,42.0,48.0,8.854501309777438,Mid,Low,Mid-Low,92.56201520620537,42.0,14.516129032258064,-2.548387096774192,-0.19677419354838754
610110,0.4455961072834323,1.5944425927669998,ES,49.0,93.2,9.5,93.0,48.0,21.337621442009873,Mid,High,Mid-High,94.26311343214806,93.0,-0.3722943722943697,43.83549783549783,-13.014718614718614
610273,-2.7182444086606528,2.630811503504242,ES,31.0,92.1,20.9,98.0,48.0,31.3604201225931,Low,High,Low-High,89.15213885262268,98.0,-18.37229437229437,48.83549783549783,-1.6147186147186154
610384,0.09491287268795459,-1.0764366331186273,HS,58.0,92.2,7.5,65.0,48.0,7.09340677831542,Mid,Low,Mid-Low,95.33829966976423,65.0,8.516129032258064,20.451612903225808,-8.096774193548388
610078,2.108462996962491,-0.040285335350645636,ES,67.0,96.2,3.0,51.0,48.0,4.371167929649488,High,Mid,High-Mid,97.56547116196911,51.0,17.62770562770563,1.8354978354978329,-19.514718614718614
609848,-3.17235362851406,0.21018921150076342,ES,39.0,92.9,49.0,39.0,48.0,10.371650822558586,Low,Mid,Low-Mid,78.69979264265417,39.0,-10.37229437229437,-10.164502164502167,26.485281385281386
610532,-2.6237053718208663,-3.985049997072671,MS,34.0,95.5,14.8,27.0,27.0,7.018775856508866,Low,Low,Low-Low,91.74026572459873,27.0,-14.0,-9.909090909090907,7.318181818181819
610125,-0.7178169944145207,1.045353879520652,ES,57.0,95.5,15.9,62.0,56.0,7.444624884856914,Mid,High,Mid-High,92.20105982643423,62.0,7.62770562770563,12.835497835497833,-6.614718614718614
610276,-2.405538706789634,0.8514248347499175,ES,44.0,91.1,36.1,38.0,48.0,8.649598770007543,Low,High,Low-High,83.77620766454189,38.0,-5.37229437229437,-11.164502164502167,13.585281385281387
610103,-4.069520624466908,-0.13976326301468864,ES,17.0,92.1,24.6,29.0,48.0,11.388373323266695,Low,Mid,Low-Mid,87.19376391982182,29.0,-32.37229437229437,-20.164502164502167,2.0852813852813874
610256,-2.98541965515302,0.8753157870995995,ES,48.0,90.5,47.9,47.0,48.0,7.567581537779682,Low,High,Low-High,79.3756239920129,47.0,-1.3722943722943697,-2.164502164502167,25.385281385281385
609797,-0.23781969290206312,1.7627060052699115,ES,63.0,95.4,0.7,58.0,48.0,5.405262063607557,Mid,High,Mid-High,98.26434221641964,58.0,13.62770562770563,8.835497835497833,-21.814718614718615
609766,0.5350915648003294,-0.4910867516722538,HS,57.0,87.6,3.7,20.0,69.0,10.876425074223057,Mid,Mid,Mid-Mid,96.58244374472007,20.0,7.516129032258064,-24.548387096774192,-11.896774193548389
609912,3.3601079443108817,0.03187837602391547,ES,55.0,94.2,1.7,38.0,59.0,4.34458227408755,High,Mid,High-Mid,97.52707165348284,38.0,5.62770562770563,-11.164502164502167,-20.814718614718615
610070,0.06559932514990038,-0.6271091781120214,ES,71.0,96.5,1.2,38.0,48.0,8.68444112367597,Mid,Mid,Mid-Mid,98.42178020121342,38.0,21.62770562770563,-11.164502164502167,-21.314718614718615
610066,5.294844467362858,-0.8914837320353709,ES,99.0,96.2,0.0,52.0,48.0,9.754409886115605,High,Low,High-Low,99.94624068811919,52.0,49.62770562770563,2.835497835497833,-22.514718614718614
609803,7.975779153891461,-2.241872867871623,ES,99.0,96.4,2.1,74.0,48.0,9.265863162472014,High,Low,High-Low,99.14753091160435,74.0,49.62770562770563,24.835497835497833,-20.414718614718613
609983,-2.743250547225901,-0.4879366201189786,ES,22.0,95.4,48.8,24.0,48.0,14.1535493807483,Low,Mid,Low-Mid,78.21979878657554,24.0,-27.37229437229437,-25.164502164502167,26.285281385281383
610047,-2.226612242593657,0.3331459705801755,ES,39.0,94.9,12.4,28.0,48.0,6.5831922665365274,Low,Mid,Low-Mid,92.83081176560941,28.0,-10.37229437229437,-21.164502164502167,-10.114718614718614
610074,-1.5931586193584553,-0.9404697282056557,ES,45.0,95.1,22.1,22.0,48.0,10.68791596506835,Low,Low,Low-Low,89.34413639505414,22.0,-4.37229437229437,-27.164502164502167,-0.4147186147186126
610200,-4.364164258424602,0.6392405507532476,ES,32.0,91.8,45.4,39.0,48.0,10.2966856994274,Low,Mid,Low-Mid,79.77113892942171,39.0,-17.37229437229437,-10.164502164502167,22.885281385281385
610107,3.294615527150403,3.7198440323739375,ES,83.0,95.5,3.2,58.0,94.0,6.70380486218842,High,High,High-High,98.0761846248368,58.0,33.62770562770563,8.835497835497833,-19.314718614718615
609891,-5.391443260373126,0.45409723839891336,ES,30.0,91.4,134.8,46.0,48.0,30.661685003523402,Low,Mid,Low-Mid,45.34981952231012,46.0,-19.37229437229437,-3.164502164502167,112.2852813852814
610044,-1.726477497108297,0.56535647927733,ES,39.0,93.2,11.2,40.0,48.0,5.46542018820097,Low,Mid,Low-Mid,93.22632670301819,40.0,-10.37229437229437,-9.164502164502167,-11.314718614718615
610174,1.212078783614526,1.5093001732020845,ES,38.0,97.0,13.9,58.0,48.0,7.967997988531899,High,High,High-High,92.29705859764995,58.0,-11.37229437229437,8.835497835497833,-8.614718614718614
610213,-1.4901463367655614,0.23830352604489696,ES,48.0,92.2,8.0,47.0,48.0,1.608053671952834,Low,Mid,Low-Mid,94.76230704246986,47.0,-1.3722943722943697,-2.164502164502167,-14.514718614718614
610217,4.885010182827004,-0.5343352856408305,ES,49.0,97.8,1.3,46.0,56.0,1.8759845128202939,High,Mid,High-Mid,97.5885108670609,46.0,-0.3722943722943697,-3.164502164502167,-21.214718614718613
610274,-0.8558692559914333,2.129963314169835,ES,67.0,94.7,1.4,75.0,66.0,7.291779927810429,Mid,High,Mid-High,98.12226403502035,75.0,17.62770562770563,25.835497835497833,-21.114718614718615
609772,2.0133429294959297,0.1192975019965127,ES,56.0,96.0,5.0,46.0,44.0,3.850963346170086,High,Mid,High-Mid,96.36740649719684,46.0,6.62770562770563,-3.164502164502167,-17.514718614718614
610093,-1.0857325980732493,-0.10174101236955922,ES,42.0,88.9,5.0,28.0,36.0,6.488617889864353,Mid,Mid,Mid-Mid,95.5571768681361,28.0,-7.37229437229437,-21.164502164502167,-17.514718614718614
609796,5.84035681170164,-1.4272355143059205,ES,63.0,95.7,7.4,47.0,48.0,5.211974724353139,High,Low,High-Low,95.70309500038398,47.0,13.62770562770563,-2.164502164502167,-15.114718614718614
610031,-1.9292343142233044,1.4535327826455018,ES,44.0,94.1,14.3,38.0,72.0,5.544822694911746,Low,High,Low-High,92.26249904001229,38.0,-5.37229437229437,-11.164502164502167,-8.214718614718613
610271,1.6649210114114876,0.817302403348607,ES,35.0,93.1,17.2,67.0,40.0,9.197271692760896,High,High,High-High,90.76491820904693,67.0,-14.37229437229437,17.835497835497833,-5.314718614718615
609932,-0.7437341338862958,0.6977879971536467,ES,48.0,91.3,4.9,47.0,48.0,0.5258383909711645,Mid,Mid,Mid-Mid,95.91813224790724,47.0,-1.3722943722943697,-2.164502164502167,-17.614718614718612
610173,0.5783504885234332,2.7990144244182185,ES,38.0,92.0,3.9,58.0,48.0,8.528709489263074,High,High,High-High,95.94501190384763,58.0,-11.37229437229437,8.835497835497833,-18.614718614718615
609942,3.75038678184408,1.1763234009157408,ES,75.0,95.8,5.6,52.0,69.0,7.367539333276434,High,High,High-High,96.85892020582138,52.0,25.62770562770563,2.835497835497833,-16.914718614718616
610216,1.2639703115048564,1.7508321670510072,ES,60.0,95.1,2.9,91.0,48.0,18.074799300598134,High,High,High-High,97.29283465171645,91.0,10.62770562770563,41.83549783549783,-19.614718614718615
