id,school,level,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,safety,attendance,misconduct,instr,teachers,leaders,isat_exc_math,isat_exc_read,isat_va_math,isat_va_read
78,Frederic Chopin Elementary School,ES,1.7070397971711693,1.238604383454564,-0.8172084792399577,2.8753506068985906,2.7108937116299137,2.5312438174893117,2.1468292091521657,2.036422368532542,2.784547939533367,4.561429583583868,86.0,96.9,1.7,99.0,99.0,97.0,57.6,47.6,3.1,4.9
79,Galileo Math & Science Scholastic Academy Elementary School,ES,0.6628399212419966,0.22194376067161328,-0.750109738817369,-0.5709692373545201,-0.9036312372099712,0.32517827230223123,0.31177676922225883,0.3898424412754852,-1.1897652237479481,-0.9460618366394244,65.0,95.0,3.1,42.0,33.0,56.0,26.5,22.3,-1.0,-0.8
80,Garrett A Morgan Elementary School,ES,-1.1769408125379741,-1.3833098542488305,-0.4194088038774672,0.21503353414180335,-0.73933464862634,-0.21288649481656888,-0.7857144006393574,-0.8532277804877477,-0.8989618215566325,0.1167873848071758,28.0,92.0,10.0,55.0,36.0,46.0,7.9,3.2,-0.7,0.3
81,George Armstrong International Studies Elementary School,ES,0.36449709954794735,0.9175536604704707,-0.5104713801652663,0.7591892990238734,-0.2464448828754467,0.1637588421665912,0.5418958854835654,0.207612251697629,0.4581207220028409,-0.36632589766855156,59.0,96.3,8.1,64.0,45.0,53.0,30.4,19.5,0.7,-0.2
82,George B Swift Elementary Specialty School,ES,0.4639447067792971,0.9175536604704707,-0.6111194907991494,0.51734229240962,0.5202725305148319,0.5942106558616312,0.24687137745624915,-0.007159043161987167,-0.9958962889537379,0.8897686367683397,61.0,96.3,6.0,60.0,59.0,61.0,25.4,16.2,-0.8,1.1
83,George F Cassell Elementary School,ES,1.2098017610144205,-0.09910696231247242,-0.23728365130186915,-0.9337397472759001,0.629803589570586,0.8632430394210313,0.21736892665351754,0.5330233045152292,-0.8020273541595273,-0.9460618366394244,76.0,94.4,13.8,36.0,61.0,66.0,24.9,24.5,-0.6,-0.8
84,George Washington Elementary School,ES,0.31477329593227243,0.4894860298250206,-0.6302905594913176,-0.5105074857009567,1.4512865324887416,1.6165337133873514,0.5418958854835654,0.5460397466279332,0.16731731981152517,0.5999006672829033,58.0,95.5,5.6,43.0,76.0,80.0,30.4,24.7,0.4,0.8
85,George W Tilton Elementary School,ES,-2.2708644920828216,-1.7043605772329162,2.240576977160872,-0.6314309890080835,-0.30121041240332375,-1.342822505766049,-0.6618041072678846,-0.8337031173186916,-0.8989618215566325,-2.685269653552043,6.0,91.4,65.5,41.0,44.0,25.0,10.0,3.5,-0.7,-2.6
86,Gerald Delgado Kanoon Elementary Magnet School,ES,-0.381359954687176,0.7035198451477495,-0.7405242044712848,-0.20819872743314005,-0.35597594193120075,0.5942106558616312,-0.7798139104788111,-0.6319482645717795,-0.6081584193653168,-0.7528165236491334,44.0,95.9,3.3,48.0,43.0,61.0,8.0,6.6,-0.4,-0.6
87,Grover Cleveland Elementary School,ES,0.6131161176263218,0.22194376067161328,-0.6063267236261073,-0.2686604790867034,-0.30121041240332375,0.05614588874283118,0.12886157424532269,-0.03319192738739509,-0.5112239519682115,-0.656193867153988,64.0,95.0,6.1,47.0,44.0,51.0,23.4,15.8,-0.3,-0.5
88,Hannah G Solomon Elementary School,ES,1.3092493682457702,0.6500113913170634,-0.8603433837973361,0.6382657957167467,0.684569119098463,1.3475013298279515,1.8400037208037567,1.7240277578276457,0.3611862546057356,-0.36632589766855156,78.0,95.8,0.8,62.0,62.0,75.0,52.4,42.8,0.6,-0.2
89,Hawthorne Elementary Scholastic Academy,ES,2.0053826188652186,1.238604383454564,-0.841172315105168,0.2754952857953667,1.8894107687117578,2.1545984805061518,3.179414987247772,3.2339350429013107,1.5243998633709985,1.9526178582149398,92.0,96.9,1.2,56.0,84.0,90.0,75.1,66.0,1.8,2.2
90,Helen M Hefferan Elementary School,ES,-1.1272170089222993,-0.4201576852965657,-0.2564547199940374,0.6987275473703101,0.1369138238196926,0.43279122572599127,0.258672357777342,0.18808758852857296,0.2642517872086304,-0.07645792818311511,29.0,93.8,13.4,63.0,52.0,58.0,25.6,19.2,0.5,0.1
91,Helge A Haugan Elementary School,ES,-0.43108375830285084,0.8640452066397923,0.22282199731016786,-0.1477369757795767,-1.0679278257936022,-0.9123706920710091,-0.35497861891947585,-0.3976523065431074,-0.5112239519682115,0.1167873848071758,43.0,96.2,23.4,49.0,30.0,33.0,15.2,10.2,-0.3,0.3
92,Henry Clay Elementary School,ES,-0.6797027763812253,0.3289606683329777,-0.6111194907991494,-1.2965102571972802,-1.0131622962657252,-1.3966289824779292,-0.24286930586909555,-0.26097966435971526,-0.5112239519682115,-0.36632589766855156,38.0,95.2,6.0,30.0,31.0,24.0,17.1,12.3,-0.3,-0.2
93,Henry R Clissold Elementary School,ES,-0.3316361510715011,0.2754522145022917,-0.49609307864614005,0.5778040440631834,0.08214829429181555,-0.643338308511609,0.3825826511488147,0.6762041677549733,-0.8989618215566325,0.3100326977974668,45.0,95.1,8.4,61.0,51.0,38.0,27.7,26.7,-0.7,0.5
94,Hiram H Belding Elementary School,ES,0.6131161176263218,0.22194376067161328,0.12217388667628484,1.0614980572916901,0.08214829429181555,-0.05146706468092884,0.35898069050662945,0.331268451768317,-0.9958962889537379,-0.656193867153988,64.0,95.0,21.3,69.0,51.0,49.0,27.3,21.4,-0.8,-0.5
95,Horace Mann Elementary School,ES,-1.1769408125379741,-1.0622591312647447,1.229303103648999,-1.2965102571972802,-1.3965210029608646,-1.019983645494769,-1.0512364578639422,-0.8402113383750436,-0.8989618215566325,-0.07645792818311511,28.0,92.6,44.4,30.0,24.0,31.0,3.4,3.4,-0.7,0.1
96,Irene C. Hernandez Middle School for the Advancement of Science,MS,-0.8785979908439249,0.4894860298250206,-0.18935597957144862,-1.4778955121579702,-1.2322244143772334,-1.181403075630409,-0.5673962646991435,-0.46273451710662744,-1.9652409629247904,-0.9460618366394244,34.0,95.5,14.8,27.0,27.0,28.0,11.6,9.2,-1.8,-0.8
97,Irma C Ruiz Elementary School,ES,0.2650494923165976,0.4894860298250206,-0.13663554066798606,0.6382657957167467,0.35597594193120075,0.05614588874283118,-0.6205006761440605,-0.2284385590779552,-0.6081584193653168,0.21341004130232133,57.0,95.5,15.9,62.0,56.0,51.0,10.7,12.8,-0.4,0.4
98,James B Farnsworth Elementary School,ES,0.16560188508524779,-0.20612386997383686,-0.8172084792399577,-0.8128162439687735,0.5202725305148319,0.7018236092853913,0.5595973559652043,0.6046137361351014,0.7489241241941567,0.1167873848071758,55.0,94.2,1.7,38.0,59.0,63.0,30.7,25.6,1.0,0.3
99,James Otis Elementary School,ES,1.5578683863241447,0.4894860298250206,-0.7453169716443269,0.3964187891024934,2.437066063990528,2.2622114339299118,0.034453731676581625,-0.3390783170359393,0.4581207220028409,-0.36632589766855156,83.0,95.5,3.2,58.0,94.0,92.0,21.8,11.1,0.7,-0.2
100,James Ward Elementary School,ES,-0.13274093660880154,1.7201804679306925,-0.8363795479321259,-0.32912223074026675,0.35597594193120075,0.7018236092853913,1.7632973487166546,0.48746575712076523,-0.31735501717400105,-1.1393071496297154,49.0,97.8,1.3,46.0,56.0,63.0,51.1,23.8,-0.1,-1.0
101,James Weldon Johnson Elementary School,ES,0.7622875284733465,0.06141839917957043,-0.8315867807590839,1.4242685672130702,0.9036312372099712,0.7018236092853913,-0.7267094990338941,-0.7360798014734116,-0.6081584193653168,-1.1393071496297154,67.0,94.7,1.4,75.0,66.0,63.0,8.9,5.0,-0.4,-1.0
102,Jane Addams Elementary School,ES,0.2153256887009227,0.7570282989784278,-0.6590471625295699,-0.32912223074026675,-0.30121041240332375,-0.15908001810468886,-0.11305852233707647,-0.02668370633104311,0.2642517872086304,-0.5595712106588425,56.0,96.0,5.0,46.0,44.0,47.0,19.3,15.9,0.5,-0.4
103,Jane A Neil Elementary School,ES,-0.48080756191852575,-3.0420719229999524,-0.6590471625295699,-1.417433760504407,-0.73933464862634,-0.5357253550878489,-0.5791972450202361,-0.5994071592900195,-0.8989618215566325,0.7931459802731942,42.0,88.9,5.0,28.0,36.0,40.0,11.4,7.1,-0.7,1.0
104,Jean D Lafayette Elementary School,ES,-0.381359954687176,-0.2596323238045229,-0.2133198154366589,-0.8128162439687735,1.2322244143772334,1.6165337133873514,-0.7621124399971722,-0.6579811487971876,-0.5112239519682115,-1.4291751191151516,44.0,94.1,14.3,38.0,72.0,80.0,8.3,6.2,-0.3,-1.3
105,Jensen Elementary Scholastic Academy,ES,-0.82887418722825,-0.7947168621113374,-0.07432956741843942,0.9405745539845635,-0.5202725305148319,-0.3743059249522089,-0.05995411089215964,-0.30002899069782735,2.5906790047391564,0.6965233237780487,35.0,93.1,17.2,67.0,40.0,43.0,20.2,11.7,2.9,0.9
106,Johann W von Goethe Elementary School,ES,1.1600779573987456,0.6500113913170634,-0.6302905594913176,0.033648279181113315,1.0679278257936022,0.6480171325735113,0.21736892665351754,0.08395605162694103,-0.9958962889537379,-0.8494391801442789,75.0,95.8,5.6,52.0,69.0,62.0,24.9,17.6,-0.8,-0.7
107,John Barry Elementary School,ES,-0.82887418722825,0.2754522145022917,-0.6302905594913176,1.7870390771344502,-0.46550700098695486,-0.858564215359129,-0.35497861891947585,-0.25447144330336324,0.4581207220028409,0.3100326977974668,35.0,95.1,5.6,81.0,41.0,34.0,15.2,12.4,0.7,0.5
108,John B Drake Elementary School,ES,0.36449709954794735,-0.4201576852965657,1.1765826647455364,-0.32912223074026675,-1.8346452391838808,-0.3743059249522089,-0.7975153809604502,-0.4432098539375714,-0.4142894845711063,0.40665535429261224,59.0,93.8,43.3,46.0,16.0,43.0,7.7,9.5,-0.2,0.6
109,John Calhoun North Elementary School,ES,0.016430474238223133,0.7035198451477495,-0.6782182312217381,0.15457178248824,2.1084728868232663,1.5627272366754714,0.6835076493366771,-0.12430702217632317,3.172285809121788,3.208712392651831,52.0,95.9,4.6,54.0,88.0,79.0,32.8,14.4,3.5,3.5
110,John C Burroughs Elementary School,ES,-0.08301713299312664,0.542994483655699,-0.8890999868355884,-0.8128162439687735,0.19167935334756964,1.1322754229804315,0.27637382825898077,-0.02017548527469113,-0.12348608237979057,-0.26970324117340605,50.0,95.6,0.2,38.0,53.0,71.0,25.9,16.0,0.1,-0.1
111,John C Coonley Elementary School,ES,1.7567636007868441,0.7035198451477495,-0.8315867807590839,-0.7523544923152101,0.35597594193120075,0.8094365627091513,1.4210689194049675,1.4767153576862697,-0.8989618215566325,0.6965233237780487,87.0,95.9,1.4,39.0,56.0,65.0,45.3,39.0,-0.7,0.9
112,John C Dore Elementary School,ES,1.1103541537830706,0.542994483655699,-0.38106666649313076,1.6661155738273237,0.08214829429181555,0.3789847490141112,1.3325615669967728,0.5850890729660453,2.2998756025478406,0.3100326977974668,74.0,95.6,10.8,79.0,51.0,57.0,43.8,25.3,2.6,0.5
113,John Charles Haines Elementary School,ES,-0.9780455980752746,2.041231190914786,-0.8843072196625463,-0.8732779956223368,-0.08214829429181555,-0.4281124016640889,1.4033674489233288,0.6111219571914532,0.7489241241941567,0.3100326977974668,32.0,98.4,0.3,37.0,48.0,42.0,45.0,25.7,1.0,0.5
114,John D Shoop Math-Science Technical Academy Elementary School,ES,-0.9780455980752746,-0.7412084082806514,1.0567634854194852,-0.026813472472450025,-0.4107414714590778,0.1637588421665912,-0.4906898926120412,-0.5213085066137954,0.3611862546057356,-0.36632589766855156,32.0,93.2,40.8,51.0,42.0,53.0,12.9,8.3,0.6,-0.2
115,John F Eberhart Elementary School,ES,-0.48080756191852575,0.38246912216365614,-0.2708330215131636,-1.054663250583027,-0.9583967667378482,-0.4281124016640889,-0.7267094990338941,-0.4367016328812194,-1.6744375607334743,-0.8494391801442789,42.0,95.3,13.1,34.0,32.0,42.0,8.9,9.6,-1.5,-0.7
116,John Fiske Elementary School,ES,-1.9227978667730974,-0.9017337697726943,0.8794311000169293,0.21503353414180335,-0.7941001781542171,-0.5357253550878489,-1.015833516900664,-0.8011620120369316,-1.480568625939264,-1.6224204321054427,13.0,92.9,37.1,55.0,35.0,40.0,4.0,4.0,-1.3,-1.5
117,John Foster Dulles Elementary School,ES,-0.48080756191852575,-0.2596323238045229,0.4528748216161865,-0.5709692373545201,-1.5608175915444957,-0.9661771687828891,-0.7149085187128016,-0.8141784541496355,1.1366619937825777,-0.07645792818311511,42.0,94.1,28.2,42.0,21.0,32.0,9.1,3.8,1.4,0.1
118,John Harvard Elementary School of Excellence,ES,-0.033293329377451754,-0.8482253159420159,-0.48171477712701394,0.5778040440631834,-0.73933464862634,-0.3743059249522089,-0.4375854811671243,-0.5603578329519076,0.9427930589883671,0.21341004130232133,51.0,93.0,8.7,61.0,36.0,43.0,13.8,7.7,1.2,0.4
119,John H Hamline Elementary School,ES,-0.9283217944595997,-0.09910696231247242,-0.5392279832035186,-0.5105074857009567,-0.9036312372099712,-1.7732743194610892,-0.06585460105270584,-0.6644893698535396,0.7489241241941567,-0.36632589766855156,33.0,94.4,7.5,43.0,33.0,17.0,20.1,6.1,1.0,-0.2
120,John J Audubon Elementary School,ES,2.1545540297122434,0.8640452066397923,-0.6830109983947802,0.51734229240962,0.8488657076820941,0.5404041791497513,1.4210689194049675,1.2033700733194854,0.9427930589883671,0.8897686367683397,95.0,96.2,4.5,60.0,65.0,60.0,45.3,34.8,1.2,1.1
121,John L Marsh Elementary School,ES,1.0109065465517209,0.596502937486385,-0.6398760938374016,-0.7523544923152101,-0.08214829429181555,0.27137179559035124,-0.1366604829792619,-0.1177988011199712,-1.092830756350843,-0.9460618366394244,72.0,95.7,5.4,39.0,48.0,55.0,18.9,14.5,-0.9,-0.8
122,John Milton Gregory Elementary School,ES,-0.381359954687176,0.3289606683329777,-0.7453169716443269,-0.5105074857009567,0.5202725305148319,0.8632430394210313,0.1760654955296933,0.207612251697629,1.233596461179683,1.8559952017197943,44.0,95.2,3.2,43.0,59.0,66.0,24.2,19.5,1.5,2.1
123,John P Altgeld Elementary School,ES,-0.18246474022447642,-1.436818308079509,0.6781348787491629,0.3964187891024934,-0.7941001781542171,-1.235209552342289,-0.28417273699292,0.29872734648655697,-0.9958962889537379,2.7255991101761037,48.0,91.9,32.9,58.0,35.0,27.0,16.4,20.9,-0.8,3.0
124,John Spry Elementary Community School,ES,0.7125637248576716,0.8640452066397923,-0.6159122579721914,0.9405745539845635,-0.35597594193120075,0.1099523654547112,-0.19566538458472513,-0.5863907171773154,1.4274653959738932,0.8897686367683397,66.0,96.2,5.9,67.0,43.0,52.0,17.9,7.3,1.7,1.1
125,John T McCutcheon Elementary School,ES,0.2153256887009227,-0.31314077763520126,-0.4769220099539718,-0.6314309890080835,-0.4107414714590778,-0.9661771687828891,-0.10125754201598387,-0.3586029802049953,0.7489241241941567,-0.36632589766855156,56.0,94.0,8.8,41.0,42.0,32.0,19.5,10.8,1.0,-0.2
126,John T Pirie Fine Arts & Academic Center Elementary School,ES,-1.276388419769324,-0.5806830467886086,0.09821005081107458,0.6382657957167467,-0.19167935334756964,-0.3743059249522089,-0.6205006761440605,0.29872734648655697,-0.12348608237979057,1.3728819192440669,26.0,93.5,20.8,62.0,46.0,43.0,10.7,20.9,0.1,1.6
127,John W Garvy Elementary School,ES,0.41422090316362226,0.38246912216365614,-0.40982326953138315,-0.026813472472450025,0.30121041240332375,0.05614588874283118,0.7779154919054183,1.1187631995869096,-0.31735501717400105,0.02016472831203036,60.0,95.3,10.2,51.0,55.0,51.0,34.4,33.5,-0.1,0.2
128,John Whistler Elementary School,ES,-0.3316361510715011,-1.1692760389261017,-0.36668836497400464,-1.417433760504407,-1.5608175915444957,-1.6118548893254492,-0.9332266546530156,-0.7946537909805796,-1.092830756350843,0.3100326977974668,45.0,92.4,11.1,28.0,21.0,20.0,5.4,4.1,-0.9,0.5
129,Jonathan Burr Elementary School,ES,0.961182742936046,0.7035198451477495,-0.6925965327408642,-0.026813472472450025,0.73933464862634,0.1637588421665912,0.4651895133964633,0.38333422021913305,0.16731731981152517,0.40665535429261224,71.0,95.9,4.3,51.0,63.0,53.0,29.1,22.2,0.4,0.6
130,Jordan Elementary Community School,ES,0.4639447067792971,0.542994483655699,-0.11267170480277588,-0.1477369757795767,-1.8894107687117578,-1.7732743194610892,-0.2546702861901884,-0.5994071592900195,0.07038285241441991,-1.332552462620006,61.0,95.6,16.4,49.0,15.0,17.0,16.9,7.1,0.3,-1.2
131,Jose De Diego Elementary Community Academy,ES,0.2650494923165976,0.22194376067161328,0.4912169590005229,-0.6918927406616467,0.7941001781542171,0.5404041791497513,-0.266471266511281,-0.3260618749232353,-0.5112239519682115,-1.235929806124861,57.0,95.0,29.0,40.0,64.0,60.0,16.7,11.3,-0.3,-1.1
132,Joseph Brennemann Elementary School,ES,-0.08301713299312664,1.0245705681318351,-0.2420764184749113,0.4568805407560567,0.2464448828754467,-0.4819188783759689,-0.18386440426363232,-0.3520947591486433,0.7489241241941567,0.7931459802731942,50.0,96.5,13.7,59.0,54.0,41.0,18.1,10.9,1.0,1.0
133,Joseph E Gary Elementary School,ES,-0.9780455980752746,0.8105367528091063,-0.09350063611060756,-1.417433760504407,-1.7798797096560037,-1.127596598918529,-0.4080830303643927,-0.5668660540082595,0.16731731981152517,-0.07645792818311511,32.0,96.1,16.8,28.0,17.0,29.0,14.3,7.6,0.4,0.1
134,Josephine C Locke Elementary School,ES,0.2650494923165976,0.4894860298250206,-0.7932446433747474,0.2754952857953667,-0.2464448828754467,-0.3204994482403289,-0.006849699447242601,-0.04620836950009917,0.4581207220028409,1.4695045757392124,57.0,95.5,2.2,56.0,45.0,44.0,21.1,15.6,0.7,1.7
135,Joseph Jungman Elementary School,ES,-0.779150383612575,0.9710621143011567,-0.6446688610104437,0.09411003083467666,-0.35597594193120075,-1.6118548893254492,-0.7916148907999038,-0.6319482645717795,-0.12348608237979057,-0.8494391801442789,36.0,96.4,5.3,53.0,43.0,20.0,7.8,6.6,0.1,-0.7
136,Joseph Kellman Corporate Community Elementary School,ES,0.31477329593227243,0.3289606683329777,-0.6878037655678222,-0.3895839823938301,0.02738276476393852,-0.697144785223489,-0.46708793196985593,-0.37812764337405136,-0.5112239519682115,-0.7528165236491334,58.0,95.2,4.4,45.0,50.0,37.0,13.3,10.5,-0.3,-0.6
137,Joshua D Kershaw Elementary School,ES,0.513668510394972,0.11492685301024885,-0.5056786129922243,0.2754952857953667,0.5202725305148319,0.0023394120309511717,0.06395618247931324,-0.007159043161987167,1.6213343307681038,0.8897686367683397,62.0,94.8,8.2,56.0,59.0,50.0,22.3,16.2,1.9,1.1
138,Josiah Pickard Elementary School,ES,-0.08301713299312664,0.6500113913170634,-0.6542543953565279,-0.8732779956223368,-0.8488657076820941,-0.9661771687828891,-0.3018742074745588,-0.34558653809229134,1.4274653959738932,-0.1730805846782606,50.0,95.8,5.1,37.0,34.0,32.0,16.1,11.0,1.7,0.0
139,Julia Ward Howe Elementary School of Excellence,ES,0.7622875284733465,0.7570282989784278,-0.5296424488574345,1.0614980572916901,0.9583967667378482,0.48659770243787126,-0.03635215024997422,-0.45622629605027537,0.5550551893999461,-0.9460618366394244,67.0,96.0,7.7,69.0,67.0,59.0,20.6,9.3,0.8,-0.8
140,Langston Hughes Elementary School,ES,-1.1769408125379741,-2.4534789308624596,0.41932545140489214,-1.2965102571972802,-0.08214829429181555,0.6480171325735113,-0.7680129301577185,-0.6644893698535396,0.07038285241441991,-0.5595712106588425,28.0,90.0,27.5,30.0,48.0,62.0,8.2,6.1,0.3,-0.4
141,LaSalle Elementary Language Academy,ES,2.353449244174943,1.1850959296238779,-0.5631918190687288,0.033648279181113315,-0.35597594193120075,-0.5895318317997289,2.022918915780693,2.1600785686032298,0.07038285241441991,-0.462948554163697,99.0,96.8,7.0,52.0,43.0,39.0,55.5,49.5,0.3,-0.3
142,LaSalle II Magnet Elementary School,ES,0.7125637248576716,0.2754522145022917,-0.6302905594913176,0.033648279181113315,1.6155831210723728,1.7779531435229916,0.7425125509421403,1.4116331471227497,0.845858591591262,1.7593725452246487,66.0,95.1,5.6,52.0,79.0,83.0,33.8,38.0,1.1,2.0
143,Laughlin Falconer Elementary School,ES,0.1158780814695729,0.8105367528091063,-0.6254977923182755,-1.4778955121579702,-1.0679278257936022,-1.5042419359016892,-0.012750189607789009,-0.13732346428902725,0.845858591591262,0.5999006672829033,54.0,96.1,5.7,27.0,30.0,22.0,21.0,14.2,1.1,0.8
144,Lenart Elementary Regional Gifted Center,ES,1.358973171861445,1.5061466526079712,-0.8843072196625463,0.9405745539845635,0.73933464862634,0.0023394120309511717,3.9405782179582483,4.56161213839712,0.7489241241941567,0.3100326977974668,79.0,97.4,0.3,67.0,63.0,50.0,88.0,86.4,1.0,0.5
145,Leslie Lewis Elementary School,ES,-1.5250074378476983,-1.4903267619101948,0.9081877030551817,0.7591892990238734,-0.08214829429181555,-1.073790122206649,-1.015833516900664,-0.7360798014734116,-0.705092886762422,-0.26970324117340605,21.0,91.8,37.7,64.0,48.0,30.0,4.0,5.0,-0.5,-0.1
146,Little Village Elementary School,ES,-0.3316361510715011,1.1315874757931996,-0.7453169716443269,0.8801128023310001,-0.35597594193120075,-0.2666929715284489,-0.5850977351807823,-0.3195536538668833,0.3611862546057356,1.2762592627489213,45.0,96.7,3.2,66.0,43.0,45.0,11.3,11.4,0.6,1.5
147,Lorenz Brentano Math & Science Academy Elementary School,ES,0.2650494923165976,0.06141839917957043,-0.4577509412618037,-0.32912223074026675,-0.9583967667378482,-1.073790122206649,-0.1661629337819935,-0.5278167276701475,-1.7713720281305796,-1.1393071496297154,57.0,94.7,9.2,46.0,32.0,30.0,18.4,8.2,-1.6,-1.0
148,Lyman A Budlong Elementary School,ES,0.36449709954794735,0.43597757599434217,-0.7117676014330324,-0.8128162439687735,-0.46550700098695486,-0.3204994482403289,0.3176772593828052,0.48095753606441316,-1.8683064955276851,-0.5595712106588425,59.0,95.4,3.9,38.0,41.0,44.0,26.6,23.7,-1.7,-0.4
149,Mancel Talcott Elementary School,ES,0.5633923140106469,0.6500113913170634,-0.7453169716443269,1.1824215605988169,0.30121041240332375,0.1637588421665912,0.258672357777342,0.2922191254302051,-0.026551614982685316,0.5999006672829033,63.0,95.8,3.2,71.0,55.0,53.0,25.6,20.8,0.2,0.8
150,Mariano Azuela Elementary School,ES,0.1158780814695729,0.4894860298250206,0.045489611907611915,1.7870390771344502,1.8894107687117578,1.2398883764041915,-0.48478940245149493,-0.28701254858512326,-1.480568625939264,0.02016472831203036,54.0,95.5,19.7,81.0,84.0,73.0,13.0,11.9,-1.3,0.2
151,Mark Sheridan Elementary Math & Science Academy,ES,1.1103541537830706,1.1850959296238779,-0.8363795479321259,0.6987275473703101,0.73933464862634,0.48659770243787126,1.533178232455348,1.4311578102918057,1.233596461179683,1.2762592627489213,74.0,96.8,1.3,63.0,63.0,59.0,47.2,38.3,1.5,1.5
152,Mark Twain Elementary School,ES,0.7622875284733465,0.9175536604704707,-0.6446688610104437,-0.4500457340473934,1.1774588848493563,1.8317596202348716,0.6540051985339455,0.22713691486668508,-0.026551614982685316,-0.5595712106588425,67.0,96.3,5.3,44.0,71.0,84.0,32.3,19.8,0.2,-0.4
153,Martin A Ryerson Elementary School,ES,-0.5802551691498755,0.4894860298250206,3.65923606038132,-0.5105074857009567,-0.684569119098463,-0.4819188783759689,0.11116010376368388,0.051414946345181005,2.493744537342051,0.02016472831203036,40.0,95.5,95.1,43.0,37.0,41.0,23.1,17.1,2.8,0.2
154,Marvin Camras Elementary School,ES,0.1158780814695729,0.2754522145022917,-0.6925965327408642,-0.6314309890080835,2.1084728868232663,1.7779531435229916,-0.5909982253413288,-0.2805043275287713,-1.9652409629247904,-0.462948554163697,54.0,95.1,4.3,41.0,88.0,83.0,11.2,12.0,-1.8,-0.3
155,Mary Mapes Dodge Elementary Renaissance Academy,ES,0.2650494923165976,-0.09910696231247242,-0.2900040902053318,1.3033450639059434,1.8346452391838808,1.4551142832517114,0.48289098387810214,-0.02017548527469113,0.16731731981152517,-1.7190430886005883,57.0,94.4,12.7,73.0,83.0,77.0,29.4,16.0,0.4,-1.6
156,Mary McLeod Bethune Elementary School,ES,0.06615427785389802,-0.687699954449973,0.33784840946317723,-0.7523544923152101,-0.19167935334756964,-1.019983645494769,-0.8919232235291913,-0.7751291278115235,1.0397275263854724,-0.5595712106588425,53.0,93.3,25.8,39.0,46.0,31.0,6.1,4.4,1.3,-0.4
157,Matthew Gallistel Elementary Language Academy,ES,-0.13274093660880154,0.2754522145022917,-0.6159122579721914,-1.1755867538901534,-0.5202725305148319,-0.05146706468092884,-0.20156587474527132,-0.22193033802160322,-0.8020273541595273,0.6965233237780487,49.0,95.1,5.9,32.0,40.0,49.0,17.8,12.9,-0.6,0.9
158,Michael M Byrne Elementary School,ES,0.5633923140106469,0.007909945348884418,1.5839678744541108,-0.8128162439687735,0.4107414714590778,0.48659770243787126,0.11116010376368388,0.5525479676842853,-1.3836341585421588,-1.235929806124861,63.0,94.6,51.8,38.0,57.0,59.0,23.1,24.8,-1.2,-1.1
159,Mildred I Lavizzo Elementary School,ES,-1.8233502595417477,-1.6508521234022377,0.9752864434777704,-0.32912223074026675,-1.0679278257936022,-0.5895318317997289,-0.8919232235291913,-0.7621126856988196,0.3611862546057356,0.3100326977974668,15.0,91.5,39.1,46.0,30.0,39.0,6.1,4.6,0.6,0.5
160,Minnie Mars Jamieson Elementary School,ES,0.6131161176263218,0.596502937486385,-0.5104713801652663,0.8801128023310001,-0.46550700098695486,0.27137179559035124,0.9608306868823544,0.48095753606441316,0.07038285241441991,0.40665535429261224,64.0,95.7,8.1,66.0,41.0,55.0,37.5,23.7,0.3,0.6
161,Miriam G Canter Middle School,MS,0.2650494923165976,-1.7043605772329162,-0.7357314372982428,-0.8732779956223368,0.684569119098463,0.5942106558616312,0.02265275135548902,-0.5538496118955554,-0.4142894845711063,-1.332552462620006,57.0,91.4,3.4,37.0,62.0,61.0,21.6,7.8,-0.2,-1.2
162,Morton School of Excellence,ES,0.06615427785389802,-0.5271745929579301,2.643169419696405,0.6987275473703101,2.4918315935184054,1.9393725736586316,-0.2900732271534662,-0.5148002855574434,2.493744537342051,0.3100326977974668,53.0,93.6,73.9,63.0,95.0,86.0,16.3,8.4,2.8,0.5
163,Mount Vernon Elementary School,ES,-1.0277694016909495,-0.687699954449973,2.77257413336854,-0.4500457340473934,-1.6703486506002498,-1.9346937495967291,-0.39038155988275375,-0.42368519076851535,0.7489241241941567,0.5032780107877577,31.0,93.3,76.6,44.0,19.0,14.0,14.6,9.8,1.0,0.7
164,Myra Bradwell Communications Arts & Sciences Elementary School,ES,-1.0277694016909495,-1.329801400418152,2.739024763157246,-0.08727522412601336,0.2464448828754467,0.1099523654547112,-0.8801222432080986,-0.7816373488678755,0.9427930589883671,-1.332552462620006,31.0,92.1,75.9,50.0,54.0,52.0,6.3,4.3,1.2,-1.2
165,Nathan Hale Elementary School,ES,0.16560188508524779,-0.045598508481793996,-0.4289943382235513,0.2754952857953667,0.8488657076820941,1.3475013298279515,-0.11305852233707647,-0.04620836950009917,-0.705092886762422,0.21341004130232133,55.0,94.5,9.8,56.0,65.0,75.0,19.3,15.6,-0.5,0.4
166,National Teachers Elementary Academy,ES,0.7622875284733465,0.06141839917957043,-0.4577509412618037,0.51734229240962,-0.19167935334756964,0.48659770243787126,-0.27827224683237356,-0.2349467801343073,0.16731731981152517,0.8897686367683397,67.0,94.7,9.2,60.0,46.0,59.0,16.5,12.7,0.4,1.1
